class,new_name,original_path
battery,battery_0082.jpg,D:\Download\garbage classification\garbage classification\battery\battery (60).jpg
battery,battery_0083.jpg,D:\Download\garbage classification\garbage classification\battery\battery (61).jpg
battery,battery_0084.jpg,D:\Download\garbage classification\garbage classification\battery\battery (62).jpg
battery,battery_0085.jpg,D:\Download\garbage classification\garbage classification\battery\battery (63).jpg
battery,battery_0086.jpg,D:\Download\garbage classification\garbage classification\battery\battery (64).jpg
battery,battery_0087.jpg,D:\Download\garbage classification\garbage classification\battery\battery (65).jpg
battery,battery_0088.jpg,D:\Download\garbage classification\garbage classification\battery\battery (66).jpg
battery,battery_0089.jpg,D:\Download\garbage classification\garbage classification\battery\battery (67).jpg
battery,battery_0090.jpg,D:\Download\garbage classification\garbage classification\battery\battery (68).jpg
battery,battery_0091.jpg,D:\Download\garbage classification\garbage classification\battery\battery (69).jpg
battery,battery_0092.jpg,D:\Download\garbage classification\garbage classification\battery\battery (70).jpg
battery,battery_0093.jpg,D:\Download\garbage classification\garbage classification\battery\battery (71).jpg
battery,battery_0094.jpg,D:\Download\garbage classification\garbage classification\battery\battery (72).jpg
battery,battery_0095.jpg,D:\Download\garbage classification\garbage classification\battery\battery (73).jpg
battery,battery_0096.jpg,D:\Download\garbage classification\garbage classification\battery\battery (74).jpg
battery,battery_0097.jpg,D:\Download\garbage classification\garbage classification\battery\battery (75).jpg
battery,battery_0098.jpg,D:\Download\garbage classification\garbage classification\battery\battery (76).jpg
battery,battery_0099.jpg,D:\Download\garbage classification\garbage classification\battery\battery (77).jpg
battery,battery_0100.jpg,D:\Download\garbage classification\garbage classification\battery\battery (78).jpg
battery,battery_0101.jpg,D:\Download\garbage classification\garbage classification\battery\battery (79).jpg
battery,battery_0102.jpg,D:\Download\garbage classification\garbage classification\battery\battery (80).jpg
battery,battery_0103.jpg,D:\Download\garbage classification\garbage classification\battery\battery (81).jpg
battery,battery_0104.jpg,D:\Download\garbage classification\garbage classification\battery\battery (82).jpg
battery,battery_0105.jpg,D:\Download\garbage classification\garbage classification\battery\battery (83).jpg
battery,battery_0106.jpg,D:\Download\garbage classification\garbage classification\battery\battery (84).jpg
battery,battery_0107.jpg,D:\Download\garbage classification\garbage classification\battery\battery (85).jpg
battery,battery_0108.jpg,D:\Download\garbage classification\garbage classification\battery\battery (86).jpg
battery,battery_0109.jpg,D:\Download\garbage classification\garbage classification\battery\battery (87).jpg
battery,battery_0110.jpg,D:\Download\garbage classification\garbage classification\battery\battery (88).jpg
battery,battery_0111.jpg,D:\Download\garbage classification\garbage classification\battery\battery (89).jpg
battery,battery_0112.jpg,D:\Download\garbage classification\garbage classification\battery\battery (90).jpg
battery,battery_0113.jpg,D:\Download\garbage classification\garbage classification\battery\battery (91).jpg
battery,battery_0114.jpg,D:\Download\garbage classification\garbage classification\battery\battery (92).jpg
battery,battery_0115.jpg,D:\Download\garbage classification\garbage classification\battery\battery (93).jpg
battery,battery_0116.jpg,D:\Download\garbage classification\garbage classification\battery\battery (94).jpg
battery,battery_0117.jpg,D:\Download\garbage classification\garbage classification\battery\battery (95).jpg
battery,battery_0118.jpg,D:\Download\garbage classification\garbage classification\battery\battery (96).jpg
battery,battery_0119.jpg,D:\Download\garbage classification\garbage classification\battery\battery (97).jpg
battery,battery_0120.jpg,D:\Download\garbage classification\garbage classification\battery\battery (98).jpg
battery,battery_0121.jpg,D:\Download\garbage classification\garbage classification\battery\battery (99).jpg
battery,battery_0122.jpg,D:\Download\garbage classification\garbage classification\battery\battery (100).jpg
battery,battery_0123.jpg,D:\Download\garbage classification\garbage classification\battery\battery (101).jpg
battery,battery_0124.jpg,D:\Download\garbage classification\garbage classification\battery\battery (102).jpg
battery,battery_0125.jpg,D:\Download\garbage classification\garbage classification\battery\battery (103).jpg
battery,battery_0126.jpg,D:\Download\garbage classification\garbage classification\battery\battery (104).jpg
battery,battery_0127.jpg,D:\Download\garbage classification\garbage classification\battery\battery (105).jpg
battery,battery_0128.jpg,D:\Download\garbage classification\garbage classification\battery\battery (106).jpg
battery,battery_0129.jpg,D:\Download\garbage classification\garbage classification\battery\battery (107).jpg
battery,battery_0130.jpg,D:\Download\garbage classification\garbage classification\battery\battery (108).jpg
battery,battery_0131.jpg,D:\Download\garbage classification\garbage classification\battery\battery (109).jpg
battery,battery_0132.jpg,D:\Download\garbage classification\garbage classification\battery\battery (110).jpg
battery,battery_0133.jpg,D:\Download\garbage classification\garbage classification\battery\battery (111).jpg
battery,battery_0134.jpg,D:\Download\garbage classification\garbage classification\battery\battery (112).jpg
battery,battery_0135.jpg,D:\Download\garbage classification\garbage classification\battery\battery (113).jpg
battery,battery_0136.jpg,D:\Download\garbage classification\garbage classification\battery\battery (114).jpg
battery,battery_0137.jpg,D:\Download\garbage classification\garbage classification\battery\battery (115).jpg
battery,battery_0138.jpg,D:\Download\garbage classification\garbage classification\battery\battery (116).jpg
battery,battery_0139.jpg,D:\Download\garbage classification\garbage classification\battery\battery (117).jpg
battery,battery_0140.jpg,D:\Download\garbage classification\garbage classification\battery\battery (118).jpg
battery,battery_0141.jpg,D:\Download\garbage classification\garbage classification\battery\battery (119).jpg
battery,battery_0142.jpg,D:\Download\garbage classification\garbage classification\battery\battery (120).jpg
battery,battery_0143.jpg,D:\Download\garbage classification\garbage classification\battery\battery (121).jpg
battery,battery_0144.jpg,D:\Download\garbage classification\garbage classification\battery\battery (122).jpg
battery,battery_0145.jpg,D:\Download\garbage classification\garbage classification\battery\battery (123).jpg
battery,battery_0146.jpg,D:\Download\garbage classification\garbage classification\battery\battery (124).jpg
battery,battery_0147.jpg,D:\Download\garbage classification\garbage classification\battery\battery (125).jpg
battery,battery_0148.jpg,D:\Download\garbage classification\garbage classification\battery\battery (126).jpg
battery,battery_0149.jpg,D:\Download\garbage classification\garbage classification\battery\battery (127).jpg
battery,battery_0150.jpg,D:\Download\garbage classification\garbage classification\battery\battery (128).jpg
battery,battery_0151.jpg,D:\Download\garbage classification\garbage classification\battery\battery (129).jpg
battery,battery_0152.jpg,D:\Download\garbage classification\garbage classification\battery\battery (130).jpg
battery,battery_0153.jpg,D:\Download\garbage classification\garbage classification\battery\battery (131).jpg
battery,battery_0154.jpg,D:\Download\garbage classification\garbage classification\battery\battery (132).jpg
battery,battery_0155.jpg,D:\Download\garbage classification\garbage classification\battery\battery (133).jpg
battery,battery_0156.jpg,D:\Download\garbage classification\garbage classification\battery\battery (134).jpg
battery,battery_0157.jpg,D:\Download\garbage classification\garbage classification\battery\battery (135).jpg
battery,battery_0158.jpg,D:\Download\garbage classification\garbage classification\battery\battery (136).jpg
battery,battery_0159.jpg,D:\Download\garbage classification\garbage classification\battery\battery (137).jpg
battery,battery_0160.jpg,D:\Download\garbage classification\garbage classification\battery\battery (138).jpg
battery,battery_0161.jpg,D:\Download\garbage classification\garbage classification\battery\battery (139).jpg
battery,battery_0162.jpg,D:\Download\garbage classification\garbage classification\battery\battery (140).jpg
battery,battery_0163.jpg,D:\Download\garbage classification\garbage classification\battery\battery (141).jpg
battery,battery_0164.jpg,D:\Download\garbage classification\garbage classification\battery\battery (142).jpg
battery,battery_0165.jpg,D:\Download\garbage classification\garbage classification\battery\battery (143).jpg
battery,battery_0166.jpg,D:\Download\garbage classification\garbage classification\battery\battery (144).jpg
battery,battery_0167.jpg,D:\Download\garbage classification\garbage classification\battery\battery (145).jpg
battery,battery_0168.jpg,D:\Download\garbage classification\garbage classification\battery\battery (146).jpg
battery,battery_0169.jpg,D:\Download\garbage classification\garbage classification\battery\battery (147).jpg
battery,battery_0170.jpg,D:\Download\garbage classification\garbage classification\battery\battery (148).jpg
battery,battery_0171.jpg,D:\Download\garbage classification\garbage classification\battery\battery (149).jpg
battery,battery_0172.jpg,D:\Download\garbage classification\garbage classification\battery\battery (150).jpg
battery,battery_0173.jpg,D:\Download\garbage classification\garbage classification\battery\battery (151).jpg
battery,battery_0174.jpg,D:\Download\garbage classification\garbage classification\battery\battery (152).jpg
battery,battery_0175.jpg,D:\Download\garbage classification\garbage classification\battery\battery (153).jpg
battery,battery_0176.jpg,D:\Download\garbage classification\garbage classification\battery\battery (154).jpg
battery,battery_0177.jpg,D:\Download\garbage classification\garbage classification\battery\battery (155).jpg
battery,battery_0178.jpg,D:\Download\garbage classification\garbage classification\battery\battery (156).jpg
battery,battery_0179.jpg,D:\Download\garbage classification\garbage classification\battery\battery (157).jpg
battery,battery_0180.jpg,D:\Download\garbage classification\garbage classification\battery\battery (158).jpg
battery,battery_0181.jpg,D:\Download\garbage classification\garbage classification\battery\battery (159).jpg
battery,battery_0182.jpg,D:\Download\garbage classification\garbage classification\battery\battery (160).jpg
battery,battery_0183.jpg,D:\Download\garbage classification\garbage classification\battery\battery (161).jpg
battery,battery_0184.jpg,D:\Download\garbage classification\garbage classification\battery\battery (162).jpg
battery,battery_0185.jpg,D:\Download\garbage classification\garbage classification\battery\battery (163).jpg
battery,battery_0186.jpg,D:\Download\garbage classification\garbage classification\battery\battery (164).jpg
battery,battery_0187.jpg,D:\Download\garbage classification\garbage classification\battery\battery (165).jpg
battery,battery_0188.jpg,D:\Download\garbage classification\garbage classification\battery\battery (166).jpg
battery,battery_0189.jpg,D:\Download\garbage classification\garbage classification\battery\battery (167).jpg
battery,battery_0190.jpg,D:\Download\garbage classification\garbage classification\battery\battery (168).jpg
battery,battery_0191.jpg,D:\Download\garbage classification\garbage classification\battery\battery (169).jpg
battery,battery_0192.jpg,D:\Download\garbage classification\garbage classification\battery\battery (170).jpg
battery,battery_0193.jpg,D:\Download\garbage classification\garbage classification\battery\battery (171).jpg
battery,battery_0194.jpg,D:\Download\garbage classification\garbage classification\battery\battery (172).jpg
battery,battery_0195.jpg,D:\Download\garbage classification\garbage classification\battery\battery (173).jpg
battery,battery_0196.jpg,D:\Download\garbage classification\garbage classification\battery\battery (174).jpg
battery,battery_0197.jpg,D:\Download\garbage classification\garbage classification\battery\battery (175).jpg
battery,battery_0198.jpg,D:\Download\garbage classification\garbage classification\battery\battery (176).jpg
battery,battery_0199.jpg,D:\Download\garbage classification\garbage classification\battery\battery (177).jpg
battery,battery_0200.jpg,D:\Download\garbage classification\garbage classification\battery\battery (178).jpg
battery,battery_0201.jpg,D:\Download\garbage classification\garbage classification\battery\battery (179).jpg
battery,battery_0202.jpg,D:\Download\garbage classification\garbage classification\battery\battery (180).jpg
battery,battery_0203.jpg,D:\Download\garbage classification\garbage classification\battery\battery (181).jpg
battery,battery_0204.jpg,D:\Download\garbage classification\garbage classification\battery\battery (182).jpg
battery,battery_0205.jpg,D:\Download\garbage classification\garbage classification\battery\battery (183).jpg
battery,battery_0206.jpg,D:\Download\garbage classification\garbage classification\battery\battery (184).jpg
battery,battery_0207.jpg,D:\Download\garbage classification\garbage classification\battery\battery (185).jpg
battery,battery_0208.jpg,D:\Download\garbage classification\garbage classification\battery\battery (186).jpg
battery,battery_0209.jpg,D:\Download\garbage classification\garbage classification\battery\battery (187).jpg
battery,battery_0210.jpg,D:\Download\garbage classification\garbage classification\battery\battery (188).jpg
battery,battery_0211.jpg,D:\Download\garbage classification\garbage classification\battery\battery (189).jpg
battery,battery_0212.jpg,D:\Download\garbage classification\garbage classification\battery\battery (190).jpg
battery,battery_0213.jpg,D:\Download\garbage classification\garbage classification\battery\battery (191).jpg
battery,battery_0214.jpg,D:\Download\garbage classification\garbage classification\battery\battery (192).jpg
battery,battery_0215.jpg,D:\Download\garbage classification\garbage classification\battery\battery (193).jpg
battery,battery_0216.jpg,D:\Download\garbage classification\garbage classification\battery\battery (194).jpg
battery,battery_0217.jpg,D:\Download\garbage classification\garbage classification\battery\battery (195).jpg
battery,battery_0218.jpg,D:\Download\garbage classification\garbage classification\battery\battery (196).jpg
battery,battery_0219.jpg,D:\Download\garbage classification\garbage classification\battery\battery (197).jpg
battery,battery_0220.jpg,D:\Download\garbage classification\garbage classification\battery\battery (198).jpg
battery,battery_0221.jpg,D:\Download\garbage classification\garbage classification\battery\battery (199).jpg
battery,battery_0222.jpg,D:\Download\garbage classification\garbage classification\battery\battery (200).jpg
battery,battery_0223.jpg,D:\Download\garbage classification\garbage classification\battery\battery (201).jpg
battery,battery_0224.jpg,D:\Download\garbage classification\garbage classification\battery\battery (202).jpg
battery,battery_0225.jpg,D:\Download\garbage classification\garbage classification\battery\battery (203).jpg
battery,battery_0226.jpg,D:\Download\garbage classification\garbage classification\battery\battery (204).jpg
battery,battery_0227.jpg,D:\Download\garbage classification\garbage classification\battery\battery (205).jpg
battery,battery_0228.jpg,D:\Download\garbage classification\garbage classification\battery\battery (206).jpg
battery,battery_0229.jpg,D:\Download\garbage classification\garbage classification\battery\battery (207).jpg
battery,battery_0230.jpg,D:\Download\garbage classification\garbage classification\battery\battery (208).jpg
battery,battery_0231.jpg,D:\Download\garbage classification\garbage classification\battery\battery (209).jpg
battery,battery_0232.jpg,D:\Download\garbage classification\garbage classification\battery\battery (210).jpg
battery,battery_0233.jpg,D:\Download\garbage classification\garbage classification\battery\battery (211).jpg
battery,battery_0234.jpg,D:\Download\garbage classification\garbage classification\battery\battery (212).jpg
battery,battery_0235.jpg,D:\Download\garbage classification\garbage classification\battery\battery (213).jpg
battery,battery_0236.jpg,D:\Download\garbage classification\garbage classification\battery\battery (214).jpg
battery,battery_0237.jpg,D:\Download\garbage classification\garbage classification\battery\battery (215).jpg
battery,battery_0238.jpg,D:\Download\garbage classification\garbage classification\battery\battery (216).jpg
battery,battery_0239.jpg,D:\Download\garbage classification\garbage classification\battery\battery (217).jpg
battery,battery_0240.jpg,D:\Download\garbage classification\garbage classification\battery\battery (218).jpg
battery,battery_0241.jpg,D:\Download\garbage classification\garbage classification\battery\battery (219).jpg
battery,battery_0242.jpg,D:\Download\garbage classification\garbage classification\battery\battery (220).jpg
battery,battery_0243.jpg,D:\Download\garbage classification\garbage classification\battery\battery (221).jpg
battery,battery_0244.jpg,D:\Download\garbage classification\garbage classification\battery\battery (222).jpg
battery,battery_0245.jpg,D:\Download\garbage classification\garbage classification\battery\battery (223).jpg
battery,battery_0246.jpg,D:\Download\garbage classification\garbage classification\battery\battery (224).jpg
battery,battery_0247.jpg,D:\Download\garbage classification\garbage classification\battery\battery (225).jpg
battery,battery_0248.jpg,D:\Download\garbage classification\garbage classification\battery\battery (226).jpg
battery,battery_0249.jpg,D:\Download\garbage classification\garbage classification\battery\battery (227).jpg
battery,battery_0250.jpg,D:\Download\garbage classification\garbage classification\battery\battery (228).jpg
battery,battery_0251.jpg,D:\Download\garbage classification\garbage classification\battery\battery (229).jpg
battery,battery_0252.jpg,D:\Download\garbage classification\garbage classification\battery\battery (230).jpg
battery,battery_0253.jpg,D:\Download\garbage classification\garbage classification\battery\battery (231).jpg
battery,battery_0254.jpg,D:\Download\garbage classification\garbage classification\battery\battery (232).jpg
battery,battery_0255.jpg,D:\Download\garbage classification\garbage classification\battery\battery (233).jpg
battery,battery_0256.jpg,D:\Download\garbage classification\garbage classification\battery\battery (234).jpg
battery,battery_0257.jpg,D:\Download\garbage classification\garbage classification\battery\battery (235).jpg
battery,battery_0258.jpg,D:\Download\garbage classification\garbage classification\battery\battery (236).jpg
battery,battery_0259.jpg,D:\Download\garbage classification\garbage classification\battery\battery (237).jpg
battery,battery_0260.jpg,D:\Download\garbage classification\garbage classification\battery\battery (238).jpg
battery,battery_0261.jpg,D:\Download\garbage classification\garbage classification\battery\battery (239).jpg
battery,battery_0262.jpg,D:\Download\garbage classification\garbage classification\battery\battery (240).jpg
battery,battery_0263.jpg,D:\Download\garbage classification\garbage classification\battery\battery (241).jpg
battery,battery_0264.jpg,D:\Download\garbage classification\garbage classification\battery\battery (242).jpg
battery,battery_0265.jpg,D:\Download\garbage classification\garbage classification\battery\battery (243).jpg
battery,battery_0266.jpg,D:\Download\garbage classification\garbage classification\battery\battery (244).jpg
battery,battery_0267.jpg,D:\Download\garbage classification\garbage classification\battery\battery (245).jpg
battery,battery_0268.jpg,D:\Download\garbage classification\garbage classification\battery\battery (246).jpg
battery,battery_0269.jpg,D:\Download\garbage classification\garbage classification\battery\battery (247).jpg
battery,battery_0270.jpg,D:\Download\garbage classification\garbage classification\battery\battery (248).jpg
battery,battery_0271.jpg,D:\Download\garbage classification\garbage classification\battery\battery (249).jpg
battery,battery_0272.jpg,D:\Download\garbage classification\garbage classification\battery\battery (250).jpg
battery,battery_0273.jpg,D:\Download\garbage classification\garbage classification\battery\battery (251).jpg
battery,battery_0274.jpg,D:\Download\garbage classification\garbage classification\battery\battery (252).jpg
battery,battery_0275.jpg,D:\Download\garbage classification\garbage classification\battery\battery (253).jpg
battery,battery_0276.jpg,D:\Download\garbage classification\garbage classification\battery\battery (254).jpg
battery,battery_0277.jpg,D:\Download\garbage classification\garbage classification\battery\battery (255).jpg
battery,battery_0278.jpg,D:\Download\garbage classification\garbage classification\battery\battery (256).jpg
battery,battery_0279.jpg,D:\Download\garbage classification\garbage classification\battery\battery (257).jpg
battery,battery_0280.jpg,D:\Download\garbage classification\garbage classification\battery\battery (258).jpg
battery,battery_0281.jpg,D:\Download\garbage classification\garbage classification\battery\battery (259).jpg
battery,battery_0282.jpg,D:\Download\garbage classification\garbage classification\battery\battery (260).jpg
battery,battery_0283.jpg,D:\Download\garbage classification\garbage classification\battery\battery (261).jpg
battery,battery_0284.jpg,D:\Download\garbage classification\garbage classification\battery\battery (262).jpg
battery,battery_0285.jpg,D:\Download\garbage classification\garbage classification\battery\battery (263).jpg
battery,battery_0286.jpg,D:\Download\garbage classification\garbage classification\battery\battery (264).jpg
battery,battery_0287.jpg,D:\Download\garbage classification\garbage classification\battery\battery (265).jpg
battery,battery_0288.jpg,D:\Download\garbage classification\garbage classification\battery\battery (266).jpg
battery,battery_0289.jpg,D:\Download\garbage classification\garbage classification\battery\battery (267).jpg
battery,battery_0290.jpg,D:\Download\garbage classification\garbage classification\battery\battery (268).jpg
battery,battery_0291.jpg,D:\Download\garbage classification\garbage classification\battery\battery (269).jpg
battery,battery_0292.jpg,D:\Download\garbage classification\garbage classification\battery\battery (270).jpg
battery,battery_0293.jpg,D:\Download\garbage classification\garbage classification\battery\battery (271).jpg
battery,battery_0294.jpg,D:\Download\garbage classification\garbage classification\battery\battery (272).jpg
battery,battery_0295.jpg,D:\Download\garbage classification\garbage classification\battery\battery (273).jpg
battery,battery_0296.jpg,D:\Download\garbage classification\garbage classification\battery\battery (274).jpg
battery,battery_0297.jpg,D:\Download\garbage classification\garbage classification\battery\battery (275).jpg
battery,battery_0298.jpg,D:\Download\garbage classification\garbage classification\battery\battery (276).jpg
battery,battery_0299.jpg,D:\Download\garbage classification\garbage classification\battery\battery (277).jpg
battery,battery_0300.jpg,D:\Download\garbage classification\garbage classification\battery\battery (278).jpg
battery,battery_0301.jpg,D:\Download\garbage classification\garbage classification\battery\battery (279).jpg
battery,battery_0302.jpg,D:\Download\garbage classification\garbage classification\battery\battery (280).jpg
battery,battery_0303.jpg,D:\Download\garbage classification\garbage classification\battery\battery (281).jpg
battery,battery_0304.jpg,D:\Download\garbage classification\garbage classification\battery\battery (282).jpg
battery,battery_0305.jpg,D:\Download\garbage classification\garbage classification\battery\battery (283).jpg
battery,battery_0306.jpg,D:\Download\garbage classification\garbage classification\battery\battery (284).jpg
battery,battery_0307.jpg,D:\Download\garbage classification\garbage classification\battery\battery (285).jpg
battery,battery_0308.jpg,D:\Download\garbage classification\garbage classification\battery\battery (286).jpg
battery,battery_0309.jpg,D:\Download\garbage classification\garbage classification\battery\battery (287).jpg
battery,battery_0310.jpg,D:\Download\garbage classification\garbage classification\battery\battery (288).jpg
battery,battery_0311.jpg,D:\Download\garbage classification\garbage classification\battery\battery (289).jpg
battery,battery_0312.jpg,D:\Download\garbage classification\garbage classification\battery\battery (290).jpg
battery,battery_0313.jpg,D:\Download\garbage classification\garbage classification\battery\battery (291).jpg
battery,battery_0314.jpg,D:\Download\garbage classification\garbage classification\battery\battery (292).jpg
battery,battery_0315.jpg,D:\Download\garbage classification\garbage classification\battery\battery (293).jpg
battery,battery_0316.jpg,D:\Download\garbage classification\garbage classification\battery\battery (294).jpg
battery,battery_0317.jpg,D:\Download\garbage classification\garbage classification\battery\battery (295).jpg
battery,battery_0318.jpg,D:\Download\garbage classification\garbage classification\battery\battery (296).jpg
battery,battery_0319.jpg,D:\Download\garbage classification\garbage classification\battery\battery (297).jpg
battery,battery_0320.jpg,D:\Download\garbage classification\garbage classification\battery\battery (298).jpg
battery,battery_0321.jpg,D:\Download\garbage classification\garbage classification\battery\battery (299).jpg
battery,battery_0322.jpg,D:\Download\garbage classification\garbage classification\battery\battery (300).jpg
battery,battery_0323.jpg,D:\Download\garbage classification\garbage classification\battery\battery (301).jpg
battery,battery_0324.jpg,D:\Download\garbage classification\garbage classification\battery\battery (302).jpg
battery,battery_0325.jpg,D:\Download\garbage classification\garbage classification\battery\battery (303).jpg
